195,179,199,179,202,179,206,179,209,179,212,179,216,179,219,179,223,179,226,179,229,179,233,179,236,179,240,179,243,179,247,179,250,179,253,179,257,179,269,179,269,200,257,200,253,200,250,200,247,200,243,200,240,200,236,200,233,200,229,200,226,200,223,200,219,200,216,200,212,200,209,200,206,200,202,200,199,200,195,200
338,180,340,175,343,175,345,175,348,175,350,175,353,175,355,175,357,175,360,175,362,175,365,175,367,175,370,175,372,175,375,175,377,175,379,175,382,175,393,176,393,195,382,195,379,195,377,195,375,195,372,195,370,195,367,195,365,195,362,195,360,195,357,195,355,195,353,195,350,195,348,195,345,195,343,195,340,195,338,194
281,174,290,144,299,144,308,144,316,144,325,144,334,144,343,144,352,145,360,145,369,144,378,143,387,143,395,142,404,140,413,139,422,137,431,137,439,137,464,137,464,164,439,168,431,170,422,171,413,173,404,173,395,174,387,174,378,174,369,174,360,174,352,174,343,174,334,174,325,174,316,174,308,174,299,174,290,174,281,174
278,116,287,114,296,113,306,113,315,113,324,114,333,115,343,115,352,116,361,116,371,116,380,115,389,113,398,111,408,110,417,107,426,105,436,103,445,100,472,95,472,126,445,129,436,130,426,132,417,134,408,136,398,138,389,139,380,140,371,140,361,140,352,140,343,140,333,140,324,140,315,140,306,140,296,140,287,140,278,126
328,210,335,199,342,199,349,199,355,199,362,199,369,198,376,198,383,197,390,197,396,196,403,195,410,193,417,192,424,192,431,192,437,192,444,192,451,192,467,192,467,226,451,227,444,227,437,227,431,227,424,227,417,228,410,228,403,228,396,229,390,229,383,229,376,229,369,229,362,229,355,229,349,229,342,229,335,229,328,229
191,145,195,144,198,142,202,141,205,140,208,138,212,137,215,136,219,135,222,134,226,134,229,133,232,133,236,132,239,132,243,131,246,131,250,130,253,130,267,130,267,171,253,170,250,171,246,171,243,171,239,171,236,171,232,171,229,171,226,171,222,171,219,171,215,171,212,171,208,171,205,171,202,171,198,171,195,171,191,171
31,75,41,66,52,62,63,58,74,55,84,51,95,47,106,43,117,39,127,35,138,30,149,25,160,20,170,16,181,12,192,8,203,4,213,2,224,2,248,13,248,15,224,21,213,35,203,40,192,81,181,83,170,83,160,79,149,79,138,80,127,81,117,83,106,86,95,88,84,91,74,94,63,97,52,97,41,97,31,80
16,176,27,152,38,148,49,146,61,144,72,141,83,138,94,134,105,130,117,126,128,122,139,118,150,113,162,108,173,101,184,95,195,87,207,81,218,74,245,66,245,105,218,113,207,120,195,127,184,134,173,140,162,146,150,153,139,158,128,163,117,166,105,168,94,172,83,175,72,178,61,181,49,184,38,187,27,187,16,183
31,119,37,113,42,110,47,107,53,105,58,103,63,102,69,100,74,99,80,97,85,96,90,94,96,92,101,90,106,88,112,87,117,85,123,83,128,82,142,93,142,106,128,112,123,114,117,116,112,117,106,118,101,121,96,123,90,124,85,126,80,129,74,131,69,133,63,134,58,136,53,136,47,136,42,136,37,136,31,126
185,225,190,207,195,206,200,206,205,206,209,206,214,206,219,206,224,206,229,206,234,205,239,205,244,204,249,204,253,204,258,204,263,203,268,203,273,203,287,236,287,237,273,237,268,237,263,237,258,237,253,237,249,237,244,237,239,237,234,237,229,237,224,237,219,237,214,237,209,237,205,237,200,237,195,237,190,237,185,237
