429,326,433,315,436,315,439,315,443,315,446,315,450,315,453,315,457,315,460,315,463,315,467,315,470,315,474,315,477,315,480,315,484,315,487,315,491,316,498,316,498,329,491,329,487,329,484,329,480,329,477,329,474,329,470,329,467,329,463,329,460,329,457,329,453,329,450,329,446,329,443,329,439,329,436,329,433,329,429,329
84,141,100,114,115,112,131,112,146,112,162,111,178,111,193,111,209,111,225,111,240,111,256,111,271,110,287,110,303,110,318,110,334,110,350,110,365,110,402,110,402,151,365,150,350,148,334,147,318,146,303,146,287,145,271,144,256,144,240,143,225,143,209,143,193,144,178,145,162,146,146,148,131,150,115,150,100,150,84,148
383,262,385,261,386,261,388,261,389,261,391,261,392,261,394,261,395,261,396,262,398,262,399,262,401,262,402,262,404,262,405,262,407,263,408,263,410,263,413,263,413,271,410,271,408,271,407,271,405,271,404,271,402,271,401,271,399,271,398,271,396,271,395,271,394,271,392,271,391,271,389,271,388,271,386,271,385,271,383,271
64,237,68,236,72,235,76,235,80,235,83,235,87,235,91,235,95,235,99,235,103,235,107,235,111,235,115,235,119,235,123,235,126,235,130,235,134,235,149,236,149,251,134,251,130,252,126,252,123,252,119,252,115,252,111,252,107,252,103,252,99,252,95,252,91,252,87,252,83,252,80,252,76,252,72,252,68,252,64,252
298,239,304,238,310,238,315,238,321,238,327,238,333,239,339,239,345,239,351,239,356,239,362,239,368,239,374,239,380,239,386,239,392,240,397,240,403,240,423,240,423,256,403,256,397,256,392,256,386,255,380,255,374,255,368,255,362,254,356,254,351,254,345,254,339,253,333,253,327,253,321,253,315,253,310,253,304,252,298,251
324,229,327,228,330,228,333,228,335,228,338,228,341,228,344,228,347,228,350,228,353,228,356,228,359,228,362,228,365,228,368,228,371,228,374,228,376,228,390,228,390,235,376,235,374,235,371,235,368,235,365,235,362,235,359,235,356,235,353,235,350,235,347,235,344,235,341,235,338,235,335,235,333,235,330,235,327,235,324,235
299,266,301,261,302,261,304,261,305,261,307,261,308,261,310,261,311,261,312,261,314,260,315,260,317,260,318,260,320,260,321,260,323,260,324,260,326,260,335,260,335,270,326,270,324,270,323,270,321,270,320,270,318,270,317,270,315,270,314,270,312,270,311,270,310,270,308,270,307,270,305,270,304,270,302,270,301,270,299,269
88,228,91,227,94,226,97,226,100,226,103,225,106,225,109,225,112,225,115,225,118,225,121,225,124,225,126,225,129,225,132,225,135,225,138,225,141,225,147,226,147,233,141,233,138,233,135,233,132,233,129,233,126,233,124,233,121,233,118,233,115,233,112,233,109,233,106,233,103,233,100,233,97,233,94,233,91,233,88,229
131,149,143,148,154,147,166,146,178,145,189,144,201,143,213,143,225,143,236,143,248,144,260,144,271,144,283,145,295,145,307,146,318,146,330,147,342,149,373,153,373,164,342,161,330,160,318,159,307,158,295,156,283,156,271,155,260,155,248,155,236,154,225,155,213,155,201,156,189,156,178,157,166,159,154,160,143,160,131,161
132,238,134,237,135,236,137,236,138,236,140,236,141,236,143,236,144,236,145,236,147,236,148,236,150,236,151,236,153,236,154,236,156,236,157,236,159,236,170,236,170,247,159,247,157,247,156,247,154,247,153,247,151,247,150,247,148,247,147,247,145,247,144,247,143,247,141,247,140,247,138,247,137,247,135,247,134,247,132,238
