164,174,173,174,183,174,192,174,201,174,210,174,220,174,229,174,238,174,248,174,257,174,266,174,275,174,285,174,294,174,303,174,312,174,322,174,331,174,355,174,355,192,331,192,322,192,312,192,303,192,294,192,285,192,275,192,266,192,257,192,248,192,238,192,229,192,220,192,210,192,201,192,192,192,183,192,173,192,164,192
2,225,7,223,11,222,16,222,20,222,24,223,29,223,33,224,38,224,42,224,46,224,51,224,55,224,60,224,64,224,68,223,73,223,77,224,82,224,91,225,91,250,82,250,77,250,73,250,68,250,64,250,60,250,55,250,51,250,46,250,42,250,38,250,33,250,29,250,24,250,20,250,16,250,11,250,7,250,2,250
147,143,158,143,168,143,179,143,190,143,201,143,211,143,222,143,233,143,244,143,254,143,265,143,276,143,287,143,297,143,308,143,319,143,330,143,340,143,371,143,371,166,340,166,330,166,319,166,308,166,297,166,287,166,276,166,265,166,254,166,244,166,233,166,222,166,211,166,201,166,190,166,179,166,168,166,158,166,147,166
20,104,43,99,66,94,90,88,113,83,137,80,160,77,184,75,207,73,230,72,254,72,277,72,301,73,324,75,348,77,371,80,395,84,418,89,441,94,494,110,494,155,441,147,418,142,395,137,371,133,348,130,324,128,301,127,277,127,254,127,230,128,207,129,184,130,160,132,137,135,113,138,90,142,66,146,43,151,20,152
139,245,153,219,166,219,180,219,194,219,208,219,221,218,235,218,249,217,262,217,276,217,290,217,303,217,317,217,331,217,344,217,358,217,372,217,385,217,414,217,414,246,385,246,372,246,358,246,344,246,331,246,317,246,303,246,290,246,276,246,262,246,249,246,235,246,221,246,208,246,194,246,180,246,166,246,153,246,139,246
178,288,187,286,196,285,205,285,213,285,222,284,231,284,240,284,249,284,257,284,266,283,275,283,284,283,292,283,301,283,310,283,319,283,328,283,336,282,361,282,361,315,336,318,328,318,319,318,310,318,301,319,292,319,284,319,275,319,266,319,257,319,249,319,240,319,231,319,222,319,213,319,205,319,196,319,187,319,178,319
138,270,155,268,172,251,189,250,207,250,224,250,241,250,258,250,275,250,292,250,309,249,326,249,343,249,360,248,377,248,395,248,412,248,429,248,446,247,484,246,484,268,446,268,429,268,412,269,395,269,377,270,360,270,343,271,326,271,309,272,292,273,275,273,258,273,241,273,224,273,207,273,189,273,172,273,155,273,138,273
356,262,362,248,368,247,374,247,380,247,386,247,392,247,397,247,403,248,409,248,415,248,421,248,427,249,433,248,438,248,444,248,450,248,456,247,462,247,474,247,474,266,462,266,456,266,450,266,444,267,438,267,433,267,427,267,421,267,415,267,409,267,403,267,397,267,392,267,386,267,380,267,374,267,368,267,362,267,356,267
50,15,72,15,94,17,116,18,138,19,160,20,182,20,204,20,226,20,248,20,270,21,292,22,314,23,336,24,358,24,380,25,402,25,424,26,446,27,499,29,499,60,446,60,424,60,402,60,380,60,358,60,336,59,314,59,292,58,270,57,248,55,226,54,204,52,182,51,160,49,138,47,116,45,94,43,72,42,50,41
22,253,27,253,33,253,38,253,43,253,49,253,54,253,60,253,65,253,70,253,76,253,81,253,86,253,92,253,97,253,103,253,108,253,113,253,119,254,133,262,133,278,119,278,113,278,108,278,103,278,97,278,92,278,86,278,81,278,76,278,70,278,65,278,60,278,54,278,49,278,43,278,38,278,33,278,27,277,22,276
