218,107,222,101,226,100,230,100,234,101,238,104,242,105,246,107,250,107,254,108,258,108,262,108,266,108,270,107,274,106,278,105,282,102,286,98,290,97,299,100,299,107,290,115,286,117,282,119,278,120,274,122,270,122,266,122,262,122,258,122,254,122,250,122,246,122,242,121,238,120,234,119,230,117,226,115,222,112,218,109
216,160,219,160,223,160,226,160,229,160,233,160,236,160,239,160,243,160,246,160,249,160,253,160,256,160,259,160,263,160,266,160,269,160,273,160,276,160,287,160,287,173,276,173,273,173,269,173,266,173,263,173,259,173,256,173,253,173,249,173,246,173,243,173,239,173,236,173,233,173,229,173,226,173,223,173,219,173,216,173
100,63,103,63,106,63,109,63,111,63,114,63,117,63,120,63,122,63,125,63,128,63,131,63,133,63,136,63,139,63,141,63,144,63,147,63,150,63,159,63,159,74,150,74,147,74,144,74,141,74,139,74,136,74,133,74,131,74,128,74,125,74,122,74,120,74,117,74,114,74,111,74,109,74,106,74,103,74,100,74
90,90,94,89,98,88,101,88,105,87,109,87,112,87,116,86,120,86,123,86,127,86,131,86,134,86,138,86,141,86,145,86,149,87,152,87,156,87,167,89,167,99,156,97,152,97,149,97,145,96,141,96,138,96,134,96,131,96,127,96,123,96,120,96,116,96,112,96,109,96,105,97,101,97,98,97,94,96,90,92
210,38,214,32,218,30,222,27,226,26,230,24,234,23,238,23,242,22,246,22,250,22,254,23,258,24,262,25,266,26,270,28,274,30,278,32,282,34,295,44,295,50,282,48,278,46,274,44,270,42,266,41,262,40,258,39,254,39,250,39,246,39,242,39,238,40,234,41,230,42,226,44,222,44,218,44,214,44,210,41
205,177,209,177,214,177,219,177,224,177,229,177,234,177,239,177,244,177,248,176,253,176,258,176,263,176,268,176,273,175,278,175,283,175,287,175,292,175,302,175,302,187,292,187,287,187,283,187,278,187,273,187,268,187,263,187,258,187,253,187,248,187,244,187,239,187,234,187,229,187,224,187,219,187,214,187,209,187,205,187
1,101,3,101,4,100,6,100,7,100,9,99,10,99,12,99,14,98,15,98,17,98,18,97,20,97,21,97,23,97,24,97,26,97,27,97,29,97,36,98,36,106,29,106,27,106,26,107,24,107,23,107,21,107,20,107,18,108,17,108,15,108,14,109,12,109,10,110,9,110,7,110,6,110,4,110,3,110,1,102
235,56,237,56,240,56,242,56,245,56,247,56,250,56,252,56,255,56,257,56,259,56,262,56,264,57,267,57,269,57,272,58,274,58,276,58,279,58,284,60,284,88,279,88,276,88,274,88,272,88,269,88,267,89,264,89,262,89,259,89,257,89,255,89,252,89,250,89,247,89,245,89,242,89,240,89,237,89,235,57
100,75,103,75,106,75,109,75,111,75,114,75,117,75,120,75,122,75,125,76,128,76,131,76,133,76,136,76,139,76,141,76,144,76,147,76,150,76,157,76,157,79,150,79,147,79,144,79,141,79,139,79,136,79,133,79,131,79,128,79,125,79,122,79,120,79,117,79,114,79,111,79,109,79,106,79,103,79,100,79
11,112,13,112,14,111,15,111,16,110,17,110,19,110,20,110,21,110,22,110,24,110,25,110,26,109,27,109,28,109,30,109,31,108,32,108,33,108,38,108,38,113,33,114,32,114,31,114,30,114,28,115,27,115,26,115,25,115,24,115,22,116,21,116,20,116,19,116,17,117,16,117,15,117,14,117,13,117,11,114
