198,118,203,92,208,91,213,90,218,90,223,89,228,89,232,89,237,88,242,88,247,87,252,87,257,87,262,87,267,87,271,87,276,88,281,88,286,89,299,92,299,121,286,121,281,121,276,121,271,121,267,121,262,121,257,121,252,121,247,121,242,121,237,121,232,121,228,121,223,121,218,121,213,121,208,121,203,121,198,120
263,228,266,224,269,215,271,215,274,215,277,215,280,215,283,215,286,215,289,215,292,215,295,215,298,215,301,215,304,216,307,216,310,215,312,215,315,215,326,216,326,242,315,242,312,242,310,242,307,242,304,242,301,242,298,242,295,242,292,242,289,242,286,242,283,242,280,242,277,242,274,242,271,242,269,242,266,242,263,242
116,192,122,192,127,192,133,192,139,192,145,192,151,192,157,192,163,192,168,192,174,192,180,192,186,192,192,192,198,192,204,192,209,192,215,192,221,192,235,193,235,215,221,215,215,215,209,215,204,215,198,215,192,215,186,215,180,215,174,215,168,215,163,215,157,215,151,215,145,215,139,215,133,215,127,215,122,215,116,215
111,106,125,83,139,74,153,66,167,60,182,54,196,49,210,46,224,44,238,42,252,42,267,42,281,42,295,44,309,45,323,48,337,53,352,59,366,66,399,86,399,130,366,127,352,117,337,107,323,100,309,94,295,89,281,86,267,85,252,85,238,85,224,88,210,90,196,96,182,104,167,115,153,124,139,128,125,128,111,120
112,153,126,153,140,153,153,153,167,153,181,153,194,153,208,153,222,153,235,153,249,153,263,153,276,153,290,154,304,155,317,156,331,157,345,157,358,159,388,160,388,184,358,184,345,183,331,183,317,183,304,184,290,184,276,184,263,184,249,184,235,184,222,184,208,184,194,183,181,183,167,184,153,184,140,184,126,184,112,183
282,192,287,192,291,192,296,192,301,192,306,192,311,192,316,192,321,192,326,192,331,192,335,192,340,192,345,192,350,192,355,192,360,192,365,192,370,192,383,192,383,214,370,214,365,214,360,214,355,214,350,214,345,214,340,214,335,214,331,214,326,214,321,214,316,214,311,214,306,214,301,214,296,214,291,214,287,214,282,213
101,275,107,262,113,261,120,259,126,258,132,257,139,257,145,257,151,257,158,257,164,257,170,257,177,257,183,257,189,257,196,257,202,257,208,257,215,257,230,257,230,278,215,279,208,279,202,279,196,279,189,279,183,279,177,278,170,278,164,278,158,278,151,278,145,277,139,277,132,277,126,277,120,277,113,277,107,277,101,276
181,216,184,216,187,216,189,216,192,216,195,216,198,216,201,216,204,216,207,217,210,218,213,218,216,219,219,220,222,220,225,221,228,221,230,222,233,222,244,223,244,249,233,249,230,249,228,249,225,249,222,249,219,249,216,249,213,249,210,248,207,248,204,248,201,248,198,248,195,248,192,248,189,248,187,248,184,247,181,245
120,122,131,122,142,122,153,122,165,123,176,124,187,124,198,124,209,125,221,125,232,125,243,125,254,126,266,126,277,126,288,126,299,126,311,125,322,125,347,125,347,152,322,152,311,152,299,152,288,152,277,152,266,152,254,152,243,152,232,151,221,151,209,151,198,151,187,151,176,151,165,151,153,150,142,150,131,131,120,129
286,258,287,258,289,258,290,258,291,258,293,258,294,257,296,257,297,257,299,257,300,257,302,257,303,257,305,257,306,257,308,257,309,257,311,257,312,257,323,257,323,277,312,277,311,277,309,277,308,277,306,277,305,277,303,277,302,277,300,277,299,277,297,277,296,277,294,277,293,277,291,277,290,277,289,277,287,277,286,277
