186,151,193,151,200,150,208,150,215,150,222,150,229,150,237,150,244,150,251,150,259,149,266,149,273,149,281,149,288,149,295,149,303,149,310,149,317,149,337,149,337,174,317,174,310,174,303,174,295,174,288,174,281,174,273,174,266,174,259,174,251,174,244,174,237,174,229,174,222,174,215,174,208,174,200,174,193,174,186,174
147,292,159,269,170,269,182,269,194,269,206,269,217,269,229,269,241,269,252,269,264,269,276,268,288,268,299,267,311,267,323,266,334,266,346,265,358,264,390,264,390,289,358,291,346,291,334,292,323,293,311,293,299,293,288,293,276,293,264,293,252,293,241,293,229,293,217,293,206,293,194,293,182,293,170,293,159,293,147,293
95,191,107,183,119,181,131,180,144,183,156,189,168,195,180,199,192,202,205,205,217,206,229,208,241,208,253,209,266,210,278,210,290,210,302,210,314,209,348,213,348,216,314,250,302,250,290,250,278,250,266,250,253,250,241,250,229,250,217,250,205,250,192,248,180,245,168,242,156,238,144,232,131,226,119,219,107,210,95,203
119,125,133,113,148,106,163,101,177,96,192,91,207,87,221,83,236,81,250,79,265,79,280,79,294,79,309,79,324,82,338,84,353,86,368,89,382,95,414,109,414,142,382,140,368,134,353,130,338,127,324,125,309,124,294,123,280,123,265,123,250,124,236,125,221,127,207,130,192,134,177,138,163,143,148,144,133,143,119,131
38,257,39,254,40,244,41,232,42,221,43,210,44,201,45,193,46,181,47,170,48,163,49,151,50,139,51,139,52,139,53,139,54,139,55,139,56,139,66,139,66,219,56,296,55,296,54,296,53,296,52,296,51,296,50,296,49,296,48,296,47,296,46,296,45,296,44,296,43,296,42,296,41,296,40,296,39,296,38,296
340,211,344,208,349,205,353,203,357,201,362,198,366,196,371,194,375,191,379,189,384,187,388,185,393,181,397,178,401,178,406,178,410,180,415,181,419,182,435,187,435,214,419,227,415,229,410,229,406,230,401,232,397,233,393,234,388,235,384,236,379,237,375,238,371,239,366,240,362,242,357,242,353,242,349,239,344,226,340,216
75,66,91,65,108,64,125,64,141,63,158,62,174,62,191,62,208,61,224,60,241,59,257,59,274,59,291,59,307,59,324,59,340,59,357,59,374,59,413,59,413,68,374,76,357,77,340,77,324,77,307,77,291,77,274,77,257,77,241,77,224,78,208,80,191,82,174,83,158,83,141,83,125,83,108,83,91,84,75,84
102,87,104,87,105,87,106,86,108,86,109,86,111,86,112,86,114,86,115,86,117,86,118,86,120,86,121,86,123,86,124,86,125,85,127,84,128,84,138,86,138,86,128,99,127,99,125,99,124,99,123,99,121,99,120,99,118,99,117,99,115,99,114,99,112,99,111,99,109,99,108,99,106,99,105,99,104,99,102,99
47,166,48,161,50,148,51,132,53,121,54,111,56,97,57,80,59,69,60,68,62,68,63,68,64,71,66,72,67,71,69,71,70,68,72,68,73,68,78,68,78,107,73,142,72,149,70,157,69,168,67,199,66,199,64,199,63,199,62,199,60,199,59,199,57,199,56,199,54,199,53,199,51,199,50,199,48,199,47,199
462,116,463,116,465,116,466,116,468,116,469,116,471,116,472,116,474,116,475,116,477,116,478,116,479,116,481,116,482,140,484,147,485,156,487,170,488,181,493,219,493,290,488,290,487,290,485,290,484,290,482,290,481,290,479,290,478,290,477,290,475,290,474,290,472,276,471,260,469,240,468,228,466,208,465,195,463,186,462,180
