192,139,202,128,211,119,220,112,229,105,239,101,248,96,257,92,267,88,276,85,285,82,294,81,304,80,313,80,322,80,332,80,341,80,350,83,359,86,377,93,377,124,359,121,350,117,341,113,332,113,322,112,313,112,304,112,294,113,285,113,276,116,267,118,257,122,248,126,239,131,229,137,220,145,211,148,202,148,192,145
178,219,188,210,198,210,208,212,217,216,227,219,237,220,247,221,256,220,266,220,276,219,286,216,295,213,305,210,315,206,325,201,334,194,344,186,354,174,375,169,375,212,354,225,344,231,334,236,325,240,315,244,305,247,295,250,286,252,276,254,266,254,256,254,247,254,237,254,227,253,217,249,208,245,198,240,188,233,178,223
367,48,369,32,372,32,374,32,376,32,379,32,381,32,384,32,386,33,389,34,391,34,394,35,396,35,398,36,401,36,403,36,406,36,408,36,411,36,418,37,418,49,411,63,408,63,406,63,403,63,401,63,398,63,396,63,394,63,391,63,389,63,386,63,384,63,381,63,379,63,376,63,374,63,372,63,369,62,367,59
153,259,154,257,156,253,157,249,159,244,160,240,162,240,163,240,165,240,166,240,167,240,169,240,170,240,172,241,173,243,175,244,176,245,178,245,179,246,184,253,184,261,179,271,178,271,176,271,175,271,173,271,172,271,170,271,169,271,167,271,166,270,165,270,163,269,162,268,160,267,159,267,157,266,156,264,154,262,153,261
297,345,298,343,299,340,300,337,301,335,302,333,303,332,304,331,305,330,306,328,307,328,308,327,309,326,310,326,311,325,312,325,312,325,313,325,314,326,325,340,325,355,314,335,313,335,312,335,312,335,311,335,310,335,309,336,308,336,307,337,306,339,305,340,304,341,303,344,302,355,301,355,300,355,299,355,298,355,297,354
369,235,372,231,375,229,377,227,380,225,383,223,386,222,389,220,392,218,395,216,398,213,401,211,404,209,407,209,410,209,413,209,416,210,418,212,421,216,427,225,427,240,421,242,418,244,416,245,413,247,410,248,407,249,404,250,401,252,398,254,395,256,392,257,389,258,386,259,383,260,380,260,377,260,375,260,372,258,369,243
168,122,169,120,170,119,171,118,172,116,173,115,174,114,175,113,176,112,177,111,178,110,179,110,180,109,181,108,182,107,183,106,184,104,185,104,186,103,195,107,195,116,186,127,185,128,184,129,183,130,182,131,181,132,180,133,179,133,178,135,177,135,176,135,175,135,174,135,173,135,172,135,171,134,170,132,169,129,168,126
98,360,99,360,99,360,100,360,100,360,101,360,101,360,102,360,102,360,103,360,103,360,104,360,104,360,104,360,105,360,105,360,106,360,106,360,107,360,113,360,113,365,107,365,106,365,106,365,105,365,105,365,104,365,104,365,104,365,103,365,103,365,102,365,102,365,101,365,101,365,100,365,100,365,99,365,99,365,98,365
92,352,93,352,95,352,96,352,98,352,99,352,101,352,102,352,104,352,105,352,106,352,108,352,109,352,111,352,112,352,114,352,115,352,117,352,118,352,122,352,122,358,118,358,117,358,115,358,114,358,112,358,111,358,109,358,108,358,106,358,105,358,104,358,102,358,101,358,99,358,98,358,96,358,95,358,93,358,92,358
94,333,95,333,96,333,97,333,98,333,99,333,100,333,101,333,102,333,103,333,104,333,104,333,105,333,106,333,107,333,108,333,109,333,110,333,111,333,122,333,122,339,111,339,110,339,109,339,108,339,107,339,106,339,105,339,104,339,104,339,103,339,102,339,101,339,100,339,99,339,98,339,97,339,96,339,95,339,94,333
470,225,471,224,472,224,473,224,474,224,475,224,476,224,477,225,478,225,479,225,479,226,480,226,481,226,482,227,483,227,484,228,485,228,486,228,487,229,494,234,494,234,487,246,486,246,485,245,484,245,483,244,482,244,481,243,480,242,479,241,479,240,478,240,477,239,476,239,475,238,474,238,473,238,472,237,471,236,470,235
89,342,90,342,92,342,93,342,95,342,96,342,98,342,99,342,101,342,102,342,104,342,105,342,106,342,108,342,109,342,111,342,112,342,114,342,115,342,123,342,123,349,115,349,114,349,112,349,111,349,109,349,108,349,106,349,105,349,104,349,102,349,101,349,99,349,98,349,96,349,95,349,93,349,92,349,90,348,89,348
297,344,297,342,298,341,298,340,299,339,299,339,300,338,300,338,301,337,301,337,302,337,302,337,303,337,303,337,304,365,304,369,303,369,303,370,302,370,302,370,301,369,301,368,300,367,300,367,299,365,299,364,298,363,298,361,297,360,297,357
